NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltseinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;Beantwortungsdauer in Sek.;Beantwortungszeit;1. In dieser Studie, erforschen wir was Männer attraktiv macht.;2. Immer mehr Menschen nutzen Online-Banking. Dies ist eine Kontrollfrage. Bitte wählen Sie die zweite Antwort.;3. [Random Choice]:Set 1;3. [Random Choice]:Set 2;3. [Random Choice]:Set 3;3. [Random Choice]:Set 4;3. [Random Choice]:Set 5;3. [Random Choice]:Set 6;3. [Random Choice]:Set 7;3. [Random Choice]:Set 8;3. [Random Choice]:Set 9;3. [Random Choice]:Set 10;3. [Random Choice]:Set 11;3. [Random Choice]:Set 12;3. [Random Choice]:Set 13;3. [Random Choice]:Set 14;3. [Random Choice]:Set 15;3. [Random Choice]:Set 16;4. Bitte wähle das attraktivste Profil aus.;5. Bitte wähle das attraktivste Profil aus.;6. Bitte wähle das attraktivste Profil aus.;7. Bitte wähle das attraktivste Profil aus.;8. Bitte wähle das attraktivste Profil aus.;9. Bitte wähle das attraktivste Profil aus.;10. Bitte wähle das attraktivste Profil aus.;11. Bitte wähle das attraktivste Profil aus.;12. Bitte wähle das attraktivste Profil aus.;13. Bitte wähle das attraktivste Profil aus.;14. Bitte wähle das attraktivste Profil aus.;15. Bitte wähle das attraktivste Profil aus.;16. Bitte wähle das attraktivste Profil aus.;17. Bitte wähle das attraktivste Profil aus.;18. Bitte wähle das attraktivste Profil aus.;19. Bitte wähle das attraktivste Profil aus.;20. Wie würdest du dich selber auf dem politischen Spektrum einordnen?;21. Wie würdest du deine sexuelle Orientierung beschreiben?;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage!
973;f;30;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Langenfeld;-;40764;DEU;iOS;133;2021-07-06 09:17:16;-;Fast immer;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;1;-;-;-;4B;-;6C;7B;-;9A;-;11A;12C;13C;14C;15A;16C;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
974;f;18;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Berlin;x;14199;DEU;iOS;118;2021-07-06 08:58:57;-;Fast immer;1;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1A;-;3B;4B;5C;6C;-;-;-;-;11A;12C;13A;14B;-;16A;Eher mittig;Anders / divers;Pudding
975;f;16;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;>5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Rosbach vor der Hoehe;-;61191;DEU;ios;103;2021-07-06 09:25:36;-;Fast immer;1;1;1;0;1;0;1;0;0;1;0;1;1;1;1;0;1A;2B;3B;-;5C;-;7A;-;-;10C;-;12C;13C;14B;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
976;f;24;1;Hamburg;;;;;;;;Hamburg;x;20357;DEU;Android;170;2021-07-06 09:17:10;-;Fast immer;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;1;1A;-;3B;4A;-;-;7A;8B;-;-;11B;12C;-;14B;15B;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
977;f;23;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Essen;x;45307;DEU;ios;74;2021-07-06 08:58:55;-;Fast immer;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1A;2B;3B;-;5C;-;-;8A;-;10C;11A;12B;13A;14B;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
978;f;16;7;Thueringen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;No degree;Dornheim;-;99310;DEU;Android;316;2021-07-06 09:11:26;-;Fast immer;0;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;-;2B;3A;-;-;-;-;8A;9C;10B;11A;-;13B;14A;15B;16A;Eher links;Anders / divers;Pudding
979;f;19;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Koeln;x;50667;DEU;ios;163;2021-07-06 09:31:34;-;Fast immer;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1A;2C;3B;-;-;6C;7C;8B;9A;-;11A;12B;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
980;f;32;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Berlin;x;12107;DEU;ios;60;2021-07-06 09:05:52;-;Fast immer;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;-;2B;-;4B;-;6C;7A;-;9A;-;11A;12B;13A;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
981;f;28;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Reiskirchen;-;35447;DEU;Android;159;2021-07-06 09:22:15;-;Fast immer;1;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;1A;2C;-;4A;-;6C;7C;-;9A;10C;-;12C;13C;-;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
982;f;53;6;Mecklenburg-Vorpommern;in Rente;Keine Kinder (<18) im Haushalt;1 Person;>5000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Rostock;x;18147;DEU;Android;294;2021-07-06 09:20:01;-;Fast immer;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1B;2B;3A;-;5C;6A;-;-;9A;-;-;-;13C;14C;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
983;f;38;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Gelsenkirchen;x;45894;DEU;Android;80;2021-07-06 09:25:36;-;Fast immer;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1A;2B;3B;4B;-;-;7C;-;-;10C;11A;-;13A;-;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
984;f;25;2;Nordrhein-Westfalen;;;;;;;;Duesseldorf;x;40595;DEU;ios;148;2021-07-06 09:07:06;-;Fast immer;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;1;1A;2C;-;-;5C;6A;7B;8A;9B;-;-;-;13A;-;15A;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
985;f;32;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Oberhaching;-;82041;DEU;Android;213;2021-07-06 09:02:17;-;Fast immer;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;-;-;3B;4B;-;6A;7C;-;-;10C;11C;12C;-;14C;15A;16A;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
986;f;38;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Grossheringen;-;99518;DEU;ios;250;2021-07-06 09:40:37;-;Fast immer;1;1;1;1;0;1;0;0;1;0;1;1;1;0;1;0;1A;2B;3B;4A;-;6C;-;-;9B;-;11C;12C;13C;-;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
987;f;21;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Heidelberg;x;69123;DEU;ios;90;2021-07-06 09:36:53;-;Fast immer;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;1;1A;-;3B;4B;-;-;7B;-;9B;10C;11A;-;13A;-;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
988;f;40;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Zell am Harmersbach;-;77736;DEU;android;122;2021-07-06 09:17:17;-;Fast immer;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;-;-;3B;-;5C;6C;-;8A;-;-;11C;12C;13C;14B;15B;16C;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
989;f;17;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Berlin;x;13125;DEU;Android;171;2021-07-06 09:02:28;-;Fast immer;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1A;2B;3C;-;5C;6C;-;8B;9C;-;11B;12C;13C;-;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
990;f;47;4;Bayern;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Muenchen;x;81373;DEU;Android;587;2021-07-06 09:33:34;-;Fast immer;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1A;-;-;4A;5C;6C;-;-;9C;10B;11C;12C;13C;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
991;f;21;2;Nordrhein-Westfalen;;;;;;;;Drensteinfurt;-;48317;DEU;Android;103;2021-07-06 09:34:50;-;Fast immer;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;1B;2B;3B;4B;5C;6B;-;-;-;10C;11A;12C;-;14B;-;-;Eher rechts;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
992;f;18;3a;Rheinland-Pfalz;;;;;;;;Zemmer;-;54313;DEU;Android;146;2021-07-06 09:20:21;-;Fast immer;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;1A;2B;3B;-;-;6C;-;8A;-;10C;-;12C;13C;14B;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
993;f;37;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Koeln;x;51061;DEU;ios;110;2021-07-06 10:50:23;-;Fast immer;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;1;1A;2C;-;-;5C;6A;7B;-;-;10C;11A;12B;-;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
994;f;39;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Muenchen;x;80939;DEU;iOS;98;2021-07-06 09:39:53;-;Fast immer;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;-;2B;3A;4A;5B;6B;7C;8B;-;-;-;12C;13A;-;-;16C;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
995;f;19;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Muenchen;x;80995;DEU;android;123;2021-07-06 09:06:26;-;Fast immer;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1A;2B;3C;4A;5C;6C;7A;-;-;10B;-;12B;-;14B;-;-;Eher links;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
996;f;39;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Realschulabschluss;Dresden;-;01169;DEU;Android;108;2021-07-06 09:32:47;-;Fast immer;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1A;-;3B;4A;5C;-;-;8A;-;10C;-;12C;13A;14C;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
997;f;27;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Backnang;-;71522;DEU;ios;295;2021-07-06 09:12:54;-;Fast immer;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;-;2B;3B;-;5A;-;-;8B;9A;10A;-;12C;13C;14B;15A;-;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
998;f;18;3a;Hessen;;;;;;;;Oberursel;-;61440;DEU;ios;255;2021-07-06 09:28:24;-;Fast immer;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1A;-;-;-;5C;6C;7C;8B;9C;10B;11B;-;13C;-;-;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
999;f;18;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Rannungen;-;97517;DEU;ios;162;2021-07-06 08:59:08;-;Fast immer;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1A;-;3B;4A;-;6C;-;8A;9B;10B;-;12C;13C;14B;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
1000;f;23;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Bad Duerkheim;-;67098;DEU;Android;105;2021-07-06 09:11:10;-;Fast immer;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1A;-;3B;-;5C;6A;7A;8A;9A;-;11A;12B;-;-;15B;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
